Date,Ticker,Adj_Close
2010-07-06,AAPL,7.456672668457031
2010-07-07,AAPL,7.757785797119141
2010-07-08,AAPL,7.740389347076416
2010-07-09,AAPL,7.786273956298828
2010-07-12,AAPL,7.716396808624268
2010-07-13,AAPL,7.551748752593994
2010-07-14,AAPL,7.579636096954346
2010-07-15,AAPL,7.541247844696045
2010-07-16,AAPL,7.494757652282715
2010-07-19,AAPL,7.365201473236084
2010-07-20,AAPL,7.554443359375
2010-07-21,AAPL,7.624924182891846
2010-07-22,AAPL,7.768279075622559
2010-07-23,AAPL,7.795870780944824
2010-07-26,AAPL,7.7760772705078125
2010-07-27,AAPL,7.920034885406494
2010-07-28,AAPL,7.8264617919921875
2010-07-29,AAPL,7.7409892082214355
2010-07-30,AAPL,7.715197563171387
2010-08-02,AAPL,7.853155136108398
2010-08-03,AAPL,7.8555498123168945
2010-08-04,AAPL,7.8870463371276855
2010-08-05,AAPL,7.84865140914917
2010-08-06,AAPL,7.800369739532471
2010-08-09,AAPL,7.850156784057617
2010-08-10,AAPL,7.779975414276123
2010-08-11,AAPL,7.503456115722656
2010-08-12,AAPL,7.551445484161377
2010-08-13,AAPL,7.470767974853516
2010-08-16,AAPL,7.4269819259643555
2010-08-17,AAPL,7.556844711303711
2010-08-18,AAPL,7.589831829071045
2010-08-19,AAPL,7.494158744812012
2010-08-20,AAPL,7.486963272094727
2010-08-23,AAPL,7.371798515319824
2010-08-24,AAPL,7.195748805999756
2010-08-25,AAPL,7.284523010253906
2010-08-26,AAPL,7.206248760223389
2010-08-27,AAPL,7.2464375495910645
2010-08-30,AAPL,7.27283239364624
2010-08-31,AAPL,7.2908220291137695
2010-09-01,AAPL,7.507659435272217
2010-09-02,AAPL,7.562841415405273
2010-09-03,AAPL,7.76078462600708
2010-09-07,AAPL,7.73198938369751
2010-09-08,AAPL,7.885248184204102
2010-09-09,AAPL,7.889742851257324
2010-09-10,AAPL,7.899939060211182
2010-09-13,AAPL,8.008805274963379
2010-09-14,AAPL,8.039399147033691
2010-09-15,AAPL,8.104180335998535
2010-09-16,AAPL,8.294623374938965
2010-09-17,AAPL,8.258633613586426
2010-09-20,AAPL,8.494364738464355
2010-09-21,AAPL,8.510557174682617
2010-09-22,AAPL,8.629920959472656
2010-09-23,AAPL,8.665013313293457
2010-09-24,AAPL,8.766980171203613
2010-09-27,AAPL,8.73219108581543
2010-09-28,AAPL,8.603233337402344
2010-09-29,AAPL,8.61852741241455
2010-09-30,AAPL,8.509957313537598
2010-10-01,AAPL,8.473071098327637
2010-10-04,AAPL,8.35670280456543
2010-10-05,AAPL,8.665613174438477
2010-10-06,AAPL,8.67310619354248
2010-10-07,AAPL,8.674009323120117
2010-10-08,AAPL,8.819465637207031
2010-10-11,AAPL,8.858154296875
2010-10-12,AAPL,8.95352840423584
2010-10-13,AAPL,9.00151252746582
2010-10-14,AAPL,9.066593170166016
2010-10-15,AAPL,9.439382553100586
2010-10-18,AAPL,9.537154197692871
2010-10-19,AAPL,9.281927108764648
2010-10-20,AAPL,9.313116073608398
2010-10-21,AAPL,9.282825469970703
2010-10-22,AAPL,9.221345901489258
2010-10-25,AAPL,9.262434959411621
2010-10-26,AAPL,9.23874282836914
2010-10-27,AAPL,9.232142448425293
2010-10-28,AAPL,9.154467582702637
2010-10-29,AAPL,9.026700973510742
2010-11-01,AAPL,9.122675895690918
2010-11-02,AAPL,9.278027534484863
2010-11-03,AAPL,9.381197929382324
2010-11-04,AAPL,9.545247077941895
2010-11-05,AAPL,9.511058807373047
2010-11-08,AAPL,9.55574893951416
2010-11-09,AAPL,9.479564666748047
2010-11-10,AAPL,9.538050651550293
2010-11-11,AAPL,9.496664047241211
2010-11-12,AAPL,9.238140106201172
2010-11-15,AAPL,9.208449363708496
2010-11-16,AAPL,9.045001983642578
2010-11-17,AAPL,9.012308120727539
2010-11-18,AAPL,9.250137329101562
2010-11-19,AAPL,9.199151992797852
2010-11-22,AAPL,9.397994041442871
2010-11-23,AAPL,9.259130477905273
2010-11-24,AAPL,9.441182136535645
2010-11-26,AAPL,9.44717788696289
2010-11-29,AAPL,9.503260612487793
2010-11-30,AAPL,9.331714630126953
2010-12-01,AAPL,9.489166259765625
2010-12-02,AAPL,9.54164981842041
2010-12-03,AAPL,9.520354270935059
2010-12-06,AAPL,9.60163402557373
2010-12-07,AAPL,9.54344654083252
2010-12-08,AAPL,9.627425193786621
2010-12-09,AAPL,9.589935302734375
2010-12-10,AAPL,9.613926887512207
2010-12-13,AAPL,9.647217750549316
2010-12-14,AAPL,9.605831146240234
2010-12-15,AAPL,9.607930183410645
2010-12-16,AAPL,9.634621620178223
2010-12-17,AAPL,9.615428924560547
2010-12-20,AAPL,9.663415908813477
2010-12-21,AAPL,9.723097801208496
2010-12-22,AAPL,9.751888275146484
2010-12-23,AAPL,9.705101013183594
2010-12-27,AAPL,9.7374906539917
2010-12-28,AAPL,9.761183738708496
2010-12-29,AAPL,9.755785942077637
2010-12-30,AAPL,9.706899642944336
2010-12-31,AAPL,9.67391300201416
2011-01-03,AAPL,9.884151458740234
2011-01-04,AAPL,9.935735702514648
2011-01-05,AAPL,10.017007827758789
2011-01-06,AAPL,10.008910179138184
2011-01-07,AAPL,10.080591201782227
2011-01-10,AAPL,10.270429611206055
2011-01-11,AAPL,10.246139526367188
2011-01-12,AAPL,10.329513549804688
2011-01-13,AAPL,10.367302894592285
2011-01-14,AAPL,10.451274871826172
2011-01-18,AAPL,10.216445922851562
2011-01-19,AAPL,10.162165641784668
2011-01-20,AAPL,9.97741985321045
2011-01-21,AAPL,9.798673629760742
2011-01-24,AAPL,10.120482444763184
2011-01-25,AAPL,10.238943099975586
2011-01-26,AAPL,10.312417030334473
2011-01-27,AAPL,10.293227195739746
2011-01-28,AAPL,10.079986572265625
2011-01-31,AAPL,10.176562309265137
2011-02-01,AAPL,10.347810745239258
2011-02-02,AAPL,10.326515197753906
2011-02-03,AAPL,10.300119400024414
2011-02-04,AAPL,10.391897201538086
2011-02-07,AAPL,10.55324649810791
2011-02-08,AAPL,10.652817726135254
2011-02-09,AAPL,10.74159049987793
2011-02-10,AAPL,10.633023262023926
2011-02-11,AAPL,10.702305793762207
2011-02-14,AAPL,10.772184371948242
2011-02-15,AAPL,10.79377555847168
2011-02-16,AAPL,10.890646934509277
2011-02-17,AAPL,10.7457914352417
2011-02-18,AAPL,10.51366138458252
2011-02-22,AAPL,10.155267715454102
2011-02-23,AAPL,10.275530815124512
2011-02-24,AAPL,10.283329010009766
2011-02-25,AAPL,10.441683769226074
2011-02-28,AAPL,10.59313678741455
2011-03-01,AAPL,10.47617244720459
2011-03-02,AAPL,10.560444831848145
2011-03-03,AAPL,10.783580780029297
2011-03-04,AAPL,10.796772956848145
2011-03-07,AAPL,10.657615661621094
2011-03-08,AAPL,10.669612884521484
2011-03-09,AAPL,10.570941925048828
2011-03-10,AAPL,10.39699649810791
2011-03-11,AAPL,10.556550979614258
2011-03-14,AAPL,10.603635787963867
2011-03-15,AAPL,10.359808921813965
2011-03-16,AAPL,9.89734172821045
2011-03-17,AAPL,10.03620433807373
2011-03-18,AAPL,9.91713809967041
2011-03-21,AAPL,10.1759614944458
2011-03-22,AAPL,10.232939720153809
2011-03-23,AAPL,10.1726655960083
2011-03-24,AAPL,10.346009254455566
2011-03-25,AAPL,10.543049812316895
2011-03-28,AAPL,10.510062217712402
2011-03-29,AAPL,10.525657653808594
2011-03-30,AAPL,10.455777168273926
2011-03-31,AAPL,10.452177047729492
2011-04-01,AAPL,10.333715438842773
2011-04-04,AAPL,10.232645988464355
2011-04-05,AAPL,10.163665771484375
2011-04-06,AAPL,10.138171195983887
2011-04-07,AAPL,10.13936996459961
2011-04-08,AAPL,10.048799514770508
2011-04-11,AAPL,9.921035766601562
2011-04-12,AAPL,9.969023704528809
2011-04-13,AAPL,10.080889701843262
2011-04-14,AAPL,9.969622611999512
2011-04-15,AAPL,9.820866584777832
2011-04-18,AAPL,9.952523231506348
2011-04-19,AAPL,10.132773399353027
2011-04-20,AAPL,10.269231796264648
2011-04-21,AAPL,10.51785945892334
2011-04-25,AAPL,10.587133407592773
2011-04-26,AAPL,10.50946044921875
2011-04-27,AAPL,10.501364707946777
2011-04-28,AAPL,10.399397850036621
2011-04-29,AAPL,10.500765800476074
2011-05-02,AAPL,10.385296821594238
2011-05-03,AAPL,10.442878723144531
2011-05-04,AAPL,10.483970642089844
2011-05-05,AAPL,10.399397850036621
2011-05-06,AAPL,10.39669418334961
2011-05-09,AAPL,10.424885749816895
2011-05-10,AAPL,10.480369567871094
2011-05-11,AAPL,10.413788795471191
2011-05-12,AAPL,10.393993377685547
2011-05-13,AAPL,10.211947441101074
2011-05-16,AAPL,9.996011734008789
2011-05-17,AAPL,10.081189155578613
2011-05-18,AAPL,10.193055152893066
2011-05-19,AAPL,10.212852478027344
2011-05-20,AAPL,10.053597450256348
2011-05-23,AAPL,10.029006958007812
2011-05-24,AAPL,9.962725639343262
2011-05-25,AAPL,10.100385665893555
2011-05-26,AAPL,10.0469970703125
2011-05-27,AAPL,10.119277000427246
2011-05-31,AAPL,10.431785583496094
2011-06-01,AAPL,10.362203598022461
2011-06-02,AAPL,10.37989616394043
2011-06-03,AAPL,10.300119400024414
2011-06-06,AAPL,10.138171195983887
2011-06-07,AAPL,9.958226203918457
2011-06-08,AAPL,9.964224815368652
2011-06-09,AAPL,9.941730499267578
2011-06-10,AAPL,9.77408504486084
2011-06-13,AAPL,9.795075416564941
2011-06-14,AAPL,9.970220565795898
2011-06-15,AAPL,9.799575805664062
2011-06-16,AAPL,9.751888275146484
2011-06-17,AAPL,9.60493278503418
2011-06-20,AAPL,9.456774711608887
2011-06-21,AAPL,9.75609016418457
2011-06-22,AAPL,9.67541217803955
2011-06-23,AAPL,9.933932304382324
2011-06-24,AAPL,9.787576675415039
2011-06-27,AAPL,9.958226203918457
2011-06-28,AAPL,10.054797172546387
2011-06-29,AAPL,10.018208503723145
2011-06-30,AAPL,10.067093849182129
2011-07-01,AAPL,10.29472827911377
2011-07-05,AAPL,10.479768753051758
2011-07-06,AAPL,10.549651145935059
2011-07-07,AAPL,10.712798118591309
2011-07-08,AAPL,10.788074493408203
2011-07-11,AAPL,10.616830825805664
2011-07-12,AAPL,10.609332084655762
2011-07-13,AAPL,10.737395286560059
2011-07-14,AAPL,10.72989559173584
2011-07-15,AAPL,10.944334030151367
2011-07-18,AAPL,11.210652351379395
2011-07-19,AAPL,11.3021240234375
2011-07-20,AAPL,11.603529930114746
2011-07-21,AAPL,11.615234375
2011-07-22,AAPL,11.795476913452148
2011-07-25,AAPL,11.951433181762695
2011-07-26,AAPL,12.098690032958984
2011-07-27,AAPL,11.774186134338379
2011-07-28,AAPL,11.751090049743652
2011-07-29,AAPL,11.71090316772461
2011-08-01,AAPL,11.898945808410645
2011-08-02,AAPL,11.66381549835205
2011-08-03,AAPL,11.773582458496094
2011-08-04,AAPL,11.31772232055664
2011-08-05,AAPL,11.205248832702637
2011-08-08,AAPL,10.59313678741455
2011-08-09,AAPL,11.216948509216309
2011-08-10,AAPL,10.907442092895508
2011-08-11,AAPL,11.207655906677246
2011-08-12,AAPL,11.306323051452637
2011-08-15,AAPL,11.498867988586426
2011-08-16,AAPL,11.410993576049805
2011-08-17,AAPL,11.409790992736816
2011-08-18,AAPL,10.97822093963623
2011-08-19,AAPL,10.677709579467773
2011-08-22,AAPL,10.690009117126465
2011-08-23,AAPL,11.204654693603516
2011-08-24,AAPL,11.282032012939453
2011-08-25,AAPL,11.208253860473633
2011-08-26,AAPL,11.503963470458984
2011-08-29,AAPL,11.695606231689453
2011-08-30,AAPL,11.696206092834473
2011-08-31,AAPL,11.541454315185547
2011-09-01,AAPL,11.427484512329102
2011-09-02,AAPL,11.21815013885498
2011-09-06,AAPL,11.388798713684082
2011-09-07,AAPL,11.5144624710083
2011-09-08,AAPL,11.520758628845215
2011-09-09,AAPL,11.321022033691406
2011-09-12,AAPL,11.394798278808594
2011-09-13,AAPL,11.535161018371582
2011-09-14,AAPL,11.67551326751709
2011-09-15,AAPL,11.78528118133545
2011-09-16,AAPL,12.01141357421875
2011-09-19,AAPL,12.345212936401367
2011-09-20,AAPL,12.399796485900879
2011-09-21,AAPL,12.360508918762207
2011-09-22,AAPL,12.051000595092773
2011-09-23,AAPL,12.125385284423828
2011-09-26,AAPL,12.09149169921875
2011-09-27,AAPL,11.974221229553223
2011-09-28,AAPL,11.906744003295898
2011-09-29,AAPL,11.713600158691406
2011-09-30,AAPL,11.436184883117676
2011-10-03,AAPL,11.234646797180176
2011-10-04,AAPL,11.171664237976074
2011-10-05,AAPL,11.344108581542969
2011-10-06,AAPL,11.31772232055664
2011-10-07,AAPL,11.090689659118652
2011-10-10,AAPL,11.660816192626953
2011-10-11,AAPL,12.005118370056152
2011-10-12,AAPL,12.062095642089844
2011-10-13,AAPL,12.24924087524414
2011-10-14,AAPL,12.656220436096191
2011-10-17,AAPL,12.595934867858887
2011-10-18,AAPL,12.663418769836426
2011-10-19,AAPL,11.955031394958496
2011-10-20,AAPL,11.855757713317871
2011-10-21,AAPL,11.782581329345703
2011-10-24,AAPL,12.169465065002441
2011-10-25,AAPL,11.929535865783691
2011-10-26,AAPL,12.014413833618164
2011-10-27,AAPL,12.137075424194336
2011-10-28,AAPL,12.144875526428223
2011-10-31,AAPL,12.139776229858398
2011-11-01,AAPL,11.89175033569336
2011-11-02,AAPL,11.918741226196289
2011-11-03,AAPL,12.088486671447754
2011-11-04,AAPL,12.003613471984863
2011-11-07,AAPL,11.98831844329834
2011-11-08,AAPL,12.183262825012207
2011-11-09,AAPL,11.854860305786133
2011-11-10,AAPL,11.553147315979004
2011-11-11,AAPL,11.535161018371582
2011-11-14,AAPL,11.37440299987793
2011-11-15,AAPL,11.661417007446289
2011-11-16,AAPL,11.539649963378906
2011-11-17,AAPL,11.318917274475098
2011-11-18,AAPL,11.244842529296875
2011-11-21,AAPL,11.066999435424805
2011-11-22,AAPL,11.291929244995117
2011-11-23,AAPL,11.0064115524292
2011-11-25,AAPL,10.90384292602539
2011-11-28,AAPL,11.280232429504395
2011-11-29,AAPL,11.192656517028809
2011-11-30,AAPL,11.46257495880127
2011-12-01,AAPL,11.634424209594727
2011-12-02,AAPL,11.68751049041748
2011-12-05,AAPL,11.786782264709473
2011-12-06,AAPL,11.725001335144043
2011-12-07,AAPL,11.66921615600586
2011-12-08,AAPL,11.716301918029785
2011-12-09,AAPL,11.805072784423828
2011-12-12,AAPL,11.751688957214355
2011-12-13,AAPL,11.660816192626953
2011-12-14,AAPL,11.402294158935547
2011-12-15,AAPL,11.3648042678833
2011-12-16,AAPL,11.4271879196167
2011-12-19,AAPL,11.462874412536621
2011-12-20,AAPL,11.874953269958496
2011-12-21,AAPL,11.889946937561035
2011-12-22,AAPL,11.95292854309082
2011-12-23,AAPL,12.09628677368164
2011-12-27,AAPL,12.192255020141602
2011-12-28,AAPL,12.075593948364258
2011-12-29,AAPL,12.149970054626465
2011-12-30,AAPL,12.146370887756348
2012-01-03,AAPL,12.333218574523926
2012-01-04,AAPL,12.399492263793945
2012-01-05,AAPL,12.537155151367188
2012-01-06,AAPL,12.66821575164795
2012-01-09,AAPL,12.64812183380127
2012-01-10,AAPL,12.693408966064453
2012-01-11,AAPL,12.672715187072754
2012-01-12,AAPL,12.637925148010254
2012-01-13,AAPL,12.59053897857666
2012-01-17,AAPL,12.737196922302246
2012-01-18,AAPL,12.86945629119873
2012-01-19,AAPL,12.828665733337402
2012-01-20,AAPL,12.605233192443848
2012-01-23,AAPL,12.81847095489502
2012-01-24,AAPL,12.608531951904297
2012-01-25,AAPL,13.395797729492188
2012-01-26,AAPL,13.334916114807129
2012-01-27,AAPL,13.414393424987793
2012-01-30,AAPL,13.58624267578125
2012-01-31,AAPL,13.690312385559082
2012-02-01,AAPL,13.681612968444824
2012-02-02,AAPL,13.64952564239502
2012-02-03,AAPL,13.786282539367676
2012-02-06,AAPL,13.914945602416992
2012-02-07,AAPL,14.060700416564941
2012-02-08,AAPL,14.29612922668457
2012-02-09,AAPL,14.790679931640625
2012-02-10,AAPL,14.798176765441895
2012-02-13,AAPL,15.07349681854248
2012-02-14,AAPL,15.279231071472168
2012-02-15,AAPL,14.92564582824707
2012-02-16,AAPL,15.061793327331543
2012-02-17,AAPL,15.059103012084961
2012-02-21,AAPL,15.440890312194824
2012-02-22,AAPL,15.38660717010498
2012-02-23,AAPL,15.48707389831543
2012-02-24,AAPL,15.667619705200195
2012-02-27,AAPL,15.76809024810791
2012-02-28,AAPL,16.057510375976562
2012-02-29,AAPL,16.26834487915039
2012-03-01,AAPL,16.329227447509766
2012-03-02,AAPL,16.350515365600586
2012-03-05,AAPL,15.99002456665039
2012-03-06,AAPL,15.903050422668457
2012-03-07,AAPL,15.915946960449219
2012-03-08,AAPL,16.25485610961914
2012-03-09,AAPL,16.350215911865234
2012-03-12,AAPL,16.555057525634766
2012-03-13,AAPL,17.037914276123047
2012-03-14,AAPL,17.68212127685547
2012-03-15,AAPL,17.561553955078125
2012-03-16,AAPL,17.561847686767578
2012-03-19,AAPL,18.027616500854492
2012-03-20,AAPL,18.173372268676758
2012-03-21,AAPL,18.06960678100586
2012-03-22,AAPL,17.974828720092773
2012-03-23,AAPL,17.876161575317383
2012-03-26,AAPL,18.203956604003906
2012-03-27,AAPL,18.42889404296875
2012-03-28,AAPL,18.5230712890625
2012-03-29,AAPL,18.290332794189453
2012-03-30,AAPL,17.98113250732422
2012-04-02,AAPL,18.55335807800293
2012-04-03,AAPL,18.873966217041016
2012-04-04,AAPL,18.723712921142578
2012-04-05,AAPL,19.00472640991211
2012-04-09,AAPL,19.081207275390625
2012-04-10,AAPL,18.847578048706055
2012-04-11,AAPL,18.780385971069336
2012-04-12,AAPL,18.677522659301758
2012-04-13,AAPL,18.15148162841797
2012-04-16,AAPL,17.398704528808594
2012-04-17,AAPL,18.285539627075195
2012-04-18,AAPL,18.244747161865234
2012-04-19,AAPL,17.61794090270996
2012-04-20,AAPL,17.184268951416016
2012-04-23,AAPL,17.1458740234375
2012-04-24,AAPL,16.803382873535156
2012-04-25,AAPL,18.294536590576172
2012-04-26,AAPL,18.22556495666504
2012-04-27,AAPL,18.0845947265625
2012-04-30,AAPL,17.514169692993164
2012-05-01,AAPL,17.45869255065918
2012-05-02,AAPL,17.574155807495117
2012-05-03,AAPL,17.44938087463379
2012-05-04,AAPL,16.952444076538086
2012-05-07,AAPL,17.079301834106445
2012-05-08,AAPL,17.04030990600586
2012-05-09,AAPL,17.07029914855957
2012-05-10,AAPL,17.110488891601562
2012-05-11,AAPL,16.99622344970703
2012-05-14,AAPL,16.74159812927246
2012-05-15,AAPL,16.59014892578125
2012-05-16,AAPL,16.37751007080078
2012-05-17,AAPL,15.89885139465332
2012-05-18,AAPL,15.90665054321289
2012-05-21,AAPL,16.833372116088867
2012-05-22,AAPL,16.70410919189453
2012-05-23,AAPL,17.1116886138916
2012-05-24,AAPL,16.954532623291016
2012-05-25,AAPL,16.863670349121094
2012-05-29,AAPL,17.162973403930664
2012-05-30,AAPL,17.369918823242188
2012-05-31,AAPL,17.326725006103516
2012-06-01,AAPL,16.82467269897461
2012-06-04,AAPL,16.92364501953125
2012-06-05,AAPL,16.87986183166504
2012-06-06,AAPL,17.138681411743164
2012-06-07,AAPL,17.146482467651367
2012-06-08,AAPL,17.404403686523438
2012-06-11,AAPL,17.12998390197754
2012-06-12,AAPL,17.27964973449707
2012-06-13,AAPL,17.1596736907959
2012-06-14,AAPL,17.140783309936523
2012-06-15,AAPL,17.218765258789062
2012-06-18,AAPL,17.56814956665039
2012-06-19,AAPL,17.617034912109375
2012-06-20,AAPL,17.566953659057617
2012-06-21,AAPL,17.324928283691406
2012-06-22,AAPL,17.457786560058594
2012-06-25,AAPL,17.117984771728516
2012-06-26,AAPL,17.155776977539062
2012-06-27,AAPL,17.2298526763916
2012-06-28,AAPL,17.06640625
2012-06-29,AAPL,17.51477813720703
2012-07-02,AAPL,17.770292282104492
2012-07-03,AAPL,17.9769287109375
2012-07-05,AAPL,18.29273223876953
2012-07-06,AAPL,18.170978546142578
2012-07-09,AAPL,18.411203384399414
2012-07-10,AAPL,18.240842819213867
2012-07-11,AAPL,18.127483367919922
2012-07-12,AAPL,17.96163558959961
2012-07-13,AAPL,18.1436824798584
2012-07-16,AAPL,18.20185661315918
2012-07-17,AAPL,18.202760696411133
2012-07-18,AAPL,18.182369232177734
2012-07-19,AAPL,18.424095153808594
2012-07-20,AAPL,18.12358283996582
2012-07-23,AAPL,18.109485626220703
2012-07-24,AAPL,18.022214889526367
2012-07-25,AAPL,17.243953704833984
2012-07-26,AAPL,17.241252899169922
2012-07-27,AAPL,17.549556732177734
2012-07-30,AAPL,17.8455753326416
2012-07-31,AAPL,18.317331314086914
2012-08-01,AAPL,18.198862075805664
2012-08-02,AAPL,18.228256225585938
2012-08-03,AAPL,18.46548080444336
2012-08-06,AAPL,18.670923233032227
2012-08-07,AAPL,18.62173843383789
2012-08-08,AAPL,18.590253829956055
2012-08-09,AAPL,18.696264266967773
2012-08-10,AAPL,18.72549057006836
2012-08-13,AAPL,18.975479125976562
2012-08-14,AAPL,19.026384353637695
2012-08-15,AAPL,19.000484466552734
2012-08-16,AAPL,19.166440963745117
2012-08-17,AAPL,19.520950317382812
2012-08-20,AAPL,20.034189224243164
2012-08-21,AAPL,19.760404586791992
2012-08-22,AAPL,20.1462345123291
2012-08-23,AAPL,19.95829200744629
2012-08-24,AAPL,19.97606658935547
2012-08-27,AAPL,20.35135841369629
2012-08-28,AAPL,20.324844360351562
2012-08-29,AAPL,20.28478240966797
2012-08-30,AAPL,19.995643615722656
2012-08-31,AAPL,20.03689956665039
2012-09-04,AAPL,20.329965591430664
2012-09-05,AAPL,20.18720245361328
2012-09-06,AAPL,20.369123458862305
2012-09-07,AAPL,20.494731903076172
2012-09-10,AAPL,19.96160125732422
2012-09-11,AAPL,19.8968505859375
2012-09-12,AAPL,20.1739501953125
2012-09-13,AAPL,20.57122802734375
2012-09-14,AAPL,20.821224212646484
2012-09-17,AAPL,21.077241897583008
2012-09-18,AAPL,21.141401290893555
2012-09-19,AAPL,21.147117614746094
2012-09-20,AAPL,21.044708251953125
2012-09-21,AAPL,21.086578369140625
2012-09-24,AAPL,20.806459426879883
2012-09-25,AAPL,20.286895751953125
2012-09-26,AAPL,20.035093307495117
2012-09-27,AAPL,20.52122688293457
2012-09-28,AAPL,20.092927932739258
2012-10-01,AAPL,19.860702514648438
2012-10-02,AAPL,19.918529510498047
2012-10-03,AAPL,20.223936080932617
2012-10-04,AAPL,20.083885192871094
2012-10-05,AAPL,19.655885696411133
